,path,label_,label
4394,/data/mskim/2_55_experiment/datasets/custum/현대#에쿠스_에쿠스(신형)(2009)/C-220714_07_CR13_01_A0450.jpg,현대#에쿠스_에쿠스(신형)(2009),347
3815,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_TM(2018)/C-220714_19_CR13_01_A0161.jpg,현대#싼타페_TM(2018),327
1452,/data/mskim/2_55_experiment/datasets/custum/기아#카니발_올 뉴(2014)/C-220715_20_CR15_02_A000351.jpg,기아#카니발_올 뉴(2014),89
2188,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220714_13_CR14_03_A0615.jpg,벤츠#E-클래스_W213(2016),163
389,/data/mskim/2_55_experiment/datasets/custum/기아#K5_2세대(2015)/C-220712_21_CR13_01_A0843.jpg,기아#K5_2세대(2015),36
1034,/data/mskim/2_55_experiment/datasets/custum/기아#셀토스_셀토스(2019)/C-220715_18_CR14_03_A000762.jpg,기아#셀토스_셀토스(2019),66
1115,/data/mskim/2_55_experiment/datasets/custum/기아#스포티지_R(2010)/C-220713_12_CR13_01_A0475.jpg,기아#스포티지_R(2010),71
1359,/data/mskim/2_55_experiment/datasets/custum/기아#카니발_4세대(2020)/C-220713_14_CR13_01_A0314.jpg,기아#카니발_4세대(2020),86
299,/data/mskim/2_55_experiment/datasets/custum/Unknown#Unknown/C-220715_10_CR14_03_A000358.jpg,Unknown#Unknown,28
1936,/data/mskim/2_55_experiment/datasets/custum/르노삼성#XM3_XM3(2020)/C-220712_18_CR13_01_A0049.jpg,르노삼성#XM3_XM3(2020),144
3356,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220714_19_CR15_02_A0224.jpg,현대#그랜저_IG(더 뉴)(2016),309
4775,/data/mskim/2_55_experiment/datasets/custum/현대#투싼_NX4(2020)/C-220716_20_CR13_01_A000619.jpg,현대#투싼_NX4(2020),367
732,/data/mskim/2_55_experiment/datasets/custum/기아#레이_더 뉴(2017)/C-220717_07_CR13_01_A0783.jpg,기아#레이_더 뉴(2017),54
1754,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM6_QM6(2016)/C-220712_13_CR14_03_A0562.jpg,르노삼성#QM6_QM6(2016),131
841,"/data/mskim/2_55_experiment/datasets/custum/기아#모닝_올 뉴(JA),어반(2017)/C-220714_14_CR15_02_A1722.jpg","기아#모닝_올 뉴(JA),어반(2017)",59
3323,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220715_20_CR13_01_A000298.jpg,현대#그랜저_IG(더 뉴)(2016),309
4729,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_제네시스(2008)/C-220714_16_CR13_01_A1061.jpg,현대#제네시스_제네시스(2008),361
1758,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM6_QM6(2016)/C-220713_18_CR13_01_A0458.jpg,르노삼성#QM6_QM6(2016),131
3381,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220712_18_CR14_03_A1112.jpg,현대#그랜저_IG(더 뉴)(2016),309
979,/data/mskim/2_55_experiment/datasets/custum/기아#봉고 3/C-220711_16_CR13_01_A0342.jpg,기아#봉고 3,64
3196,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220717_12_CR15_02_A0230.jpg,현대#그랜저_IG(2016),308
3491,/data/mskim/2_55_experiment/datasets/custum/현대#메가트럭/C-220714_12_CR13_01_A0028.jpg,현대#메가트럭,315
1742,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM6_QM6(2016)/C-220712_13_CR14_03_A1110.jpg,르노삼성#QM6_QM6(2016),131
3560,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 (2007)/C-220711_16_CR13_01_A0036.jpg,현대#스타렉스_그랜드 (2007),320
3797,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_TM(2018)/C-220711_16_CR13_01_A0252.jpg,현대#싼타페_TM(2018),327
2052,/data/mskim/2_55_experiment/datasets/custum/벤츠#C-클래스_W204(2007)/C-220717_15_CR15_02_A0845.jpg,벤츠#C-클래스_W204(2007),155
431,/data/mskim/2_55_experiment/datasets/custum/기아#K5_3세대(2019)/C-220715_09_CR13_01_A101006.jpg,기아#K5_3세대(2019),37
5099,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220711_15_CR13_01_A0255.jpg,현대#포터,373
3343,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220715_10_CR13_01_A000045.jpg,현대#그랜저_IG(더 뉴)(2016),309
3238,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220717_08_CR15_02_A1855.jpg,현대#그랜저_IG(2016),308
5168,/data/mskim/2_55_experiment/datasets/custum/혼다#어코드_올 뉴(2008)/C-220715_12_CR13_01_A000426.jpg,혼다#어코드_올 뉴(2008),379
3505,/data/mskim/2_55_experiment/datasets/custum/현대#메가트럭/C-220716_09_CR15_02_A000200.jpg,현대#메가트럭,315
2726,/data/mskim/2_55_experiment/datasets/custum/쌍용#티볼리_에어(2016)/C-220715_13_CR15_02_A000102.jpg,쌍용#티볼리_에어(2016),242
1162,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_4세대(2020)/C-220715_10_CR15_02_A001000.jpg,기아#쏘렌토_4세대(2020),74
194,/data/mskim/2_55_experiment/datasets/custum/BMW#X시리즈_X1 (F48)(2016)/C-220716_07_CR13_01_A000779.jpg,BMW#X시리즈_X1 (F48)(2016),17
3344,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220714_17_CR13_01_A0960.jpg,현대#그랜저_IG(더 뉴)(2016),309
857,"/data/mskim/2_55_experiment/datasets/custum/기아#모닝_올 뉴,더 뉴(2011)/C-220713_13_CR13_01_A0063.jpg","기아#모닝_올 뉴,더 뉴(2011)",60
1919,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM7_SM7 노바(2014)/C-220717_07_CR13_01_A1028.jpg,르노삼성#SM7_SM7 노바(2014),142
4695,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_GV80(2020)/C-220715_13_CR14_03_A000264.jpg,현대#제네시스_GV80(2020),359
697,/data/mskim/2_55_experiment/datasets/custum/기아#니로_더 뉴(2019)/C-220716_12_CR13_01_A000486.jpg,기아#니로_더 뉴(2019),52
1172,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_4세대(2020)/C-220715_20_CR15_02_A000099.jpg,기아#쏘렌토_4세대(2020),74
1445,/data/mskim/2_55_experiment/datasets/custum/기아#카니발_올 뉴(2014)/C-220716_12_CR13_01_A000486.jpg,기아#카니발_올 뉴(2014),89
314,/data/mskim/2_55_experiment/datasets/custum/기아#EV6_EV6(2021)/C-220712_18_CR13_01_A0670.jpg,기아#EV6_EV6(2021),30
1247,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_더 뉴(2017)/C-220714_07_CR13_01_A0039.jpg,기아#쏘렌토_더 뉴(2017),78
1767,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM6_QM6(2016)/C-220714_19_CR13_01_A0448.jpg,르노삼성#QM6_QM6(2016),131
327,/data/mskim/2_55_experiment/datasets/custum/기아#K3_K3(2012)/C-220715_20_CR15_02_A000204.jpg,기아#K3_K3(2012),31
464,/data/mskim/2_55_experiment/datasets/custum/기아#K5_K5(2010)/C-220715_20_CR13_01_A000311.jpg,기아#K5_K5(2010),38
4167,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_AD(2015)/C-220717_07_CR13_01_A0728.jpg,현대#아반테_AD(2015),337
858,"/data/mskim/2_55_experiment/datasets/custum/기아#모닝_올 뉴,더 뉴(2011)/C-220715_13_CR13_01_A000173.jpg","기아#모닝_올 뉴,더 뉴(2011)",60
3023,/data/mskim/2_55_experiment/datasets/custum/폭스바겐#티구안_2세대(2018)/C-220714_18_CR13_01_A0037.jpg,폭스바겐#티구안_2세대(2018),294
4451,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_EQ900(2015)/C-220716_11_CR14_03_A000810.jpg,현대#제네시스_EQ900(2015),351
4019,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_YF(2009)/C-220713_18_CR13_01_A0857.jpg,현대#쏘나타_YF(2009),334
1008,/data/mskim/2_55_experiment/datasets/custum/기아#봉고 3/C-220711_14_CR13_01_A0132.jpg,기아#봉고 3,64
54,/data/mskim/2_55_experiment/datasets/custum/BMW#4시리즈 _F32(2013)/C-220713_12_CR13_01_A0490.jpg,BMW#4시리즈 _F32(2013),6
3863,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_DN8(2019)/C-220716_18_CR13_01_A000821.jpg,현대#쏘나타_DN8(2019),331
611,/data/mskim/2_55_experiment/datasets/custum/기아#K7_프리미어(2019)/C-220715_13_CR13_01_A000086.jpg,기아#K7_프리미어(2019),44
1588,/data/mskim/2_55_experiment/datasets/custum/랜드로버#디스커버리_5(2017)/C-220716_09_CR14_03_A000694.jpg,랜드로버#디스커버리_5(2017),112
2790,/data/mskim/2_55_experiment/datasets/custum/아우디#A5_A5(2007)/C-220712_17_CR14_03_A0475.jpg,아우디#A5_A5(2007),247
3681,/data/mskim/2_55_experiment/datasets/custum/현대#스타리아_스타리아(2021)/C-220714_18_CR13_01_A0055.jpg,현대#스타리아_스타리아(2021),324
3919,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_LF(2014)/C-220714_19_CR15_02_A0376.jpg,현대#쏘나타_LF(2014),332
1310,/data/mskim/2_55_experiment/datasets/custum/기아#오피러스_오피러스(2003)/C-220717_14_CR15_02_A0776.jpg,기아#오피러스_오피러스(2003),85
1722,/data/mskim/2_55_experiment/datasets/custum/르노삼성#QM3_뉴QM3(2017)/C-220716_19_CR14_03_A000836.jpg,르노삼성#QM3_뉴QM3(2017),128
2299,/data/mskim/2_55_experiment/datasets/custum/벤츠#S-클래스_W222(2013)/C-220717_11_CR15_02_A0826.jpg,벤츠#S-클래스_W222(2013),174
114,/data/mskim/2_55_experiment/datasets/custum/BMW#5시리즈 _G30(2017)/C-220714_19_CR13_01_A0266.jpg,BMW#5시리즈 _G30(2017),10
2357,/data/mskim/2_55_experiment/datasets/custum/볼보#XC60_2세대(2017)/C-220717_19_CR15_02_A0228.jpg,볼보#XC60_2세대(2017),184
4028,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_YF(2009)/C-220714_11_CR15_02_A1571.jpg,현대#쏘나타_YF(2009),334
2382,/data/mskim/2_55_experiment/datasets/custum/쉐보레#노부스/C-220712_16_CR13_01_A0053.jpg,쉐보레#노부스,187
502,/data/mskim/2_55_experiment/datasets/custum/기아#K5_더 뉴 2세대(2018)/C-220716_16_CR14_03_A000310.jpg,기아#K5_더 뉴 2세대(2018),39
1294,/data/mskim/2_55_experiment/datasets/custum/기아#쏘울_EV(2014)/C-220715_07_CR13_01_A000753.jpg,기아#쏘울_EV(2014),81
1200,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_R(2009)/C-220716_12_CR15_02_A000294.jpg,기아#쏘렌토_R(2009),76
214,/data/mskim/2_55_experiment/datasets/custum/BMW#X시리즈_X4 (F26)(2014)/C-220715_18_CR14_03_A000812.jpg,BMW#X시리즈_X4 (F26)(2014),20
5063,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220714_19_CR13_01_A0766.jpg,현대#포터,373
1179,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_4세대(2020)/C-220714_07_CR13_01_A0250.jpg,기아#쏘렌토_4세대(2020),74
5116,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220715_07_CR13_01_A000895.jpg,현대#포터,373
4401,/data/mskim/2_55_experiment/datasets/custum/현대#에쿠스_에쿠스(신형)(2009)/C-220711_14_CR13_01_A0433.jpg,현대#에쿠스_에쿠스(신형)(2009),347
4307,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_MD(2010)/C-220712_16_CR13_01_A0140.jpg,현대#아반테_MD(2010),340
4519,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80 (RG3)(2020)/C-220712_18_CR14_03_A0071.jpg,현대#제네시스_G80 (RG3)(2020),353
1681,/data/mskim/2_55_experiment/datasets/custum/렉서스#LS_LS(1989)/C-220716_19_CR15_02_A000259.jpg,렉서스#LS_LS(1989),122
4054,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_뉴 라이즈(2017)/C-220715_09_CR15_02_A056370.jpg,현대#쏘나타_뉴 라이즈(2017),335
377,/data/mskim/2_55_experiment/datasets/custum/기아#K3_올 뉴(2018)/C-220712_18_CR13_01_A0598.jpg,기아#K3_올 뉴(2018),34
4236,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_CN7(2020)/C-220715_12_CR13_01_A000489.jpg,현대#아반테_CN7(2020),338
3575,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 (2007)/C-220712_17_CR13_01_A0179.jpg,현대#스타렉스_그랜드 (2007),320
1887,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM6_SM6(2016)/C-220714_17_CR14_03_A0944.jpg,르노삼성#SM6_SM6(2016),141
3486,/data/mskim/2_55_experiment/datasets/custum/현대#맥스크루즈_맥스크루즈(2013)/C-220713_12_CR14_03_A1676.jpg,현대#맥스크루즈_맥스크루즈(2013),314
76,/data/mskim/2_55_experiment/datasets/custum/BMW#4시리즈 _F32(2013)/C-220714_08_CR13_01_A0072.jpg,BMW#4시리즈 _F32(2013),6
4773,/data/mskim/2_55_experiment/datasets/custum/현대#투싼_NX4(2020)/C-220716_09_CR15_02_A000046.jpg,현대#투싼_NX4(2020),367
4489,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80 (RG3)(2020)/C-220712_18_CR13_01_A0549.jpg,현대#제네시스_G80 (RG3)(2020),353
2207,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220711_16_CR13_01_A0050.jpg,벤츠#E-클래스_W213(2016),163
4301,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_MD(2010)/C-220716_07_CR13_01_A000227.jpg,현대#아반테_MD(2010),340
4753,/data/mskim/2_55_experiment/datasets/custum/현대#코나_코나(2017)/C-220715_09_CR15_02_A056504.jpg,현대#코나_코나(2017),366
341,/data/mskim/2_55_experiment/datasets/custum/기아#K3_더 뉴 (2015)/C-220712_18_CR14_03_A0734.jpg,기아#K3_더 뉴 (2015),32
4003,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_YF(2009)/C-220715_19_CR13_01_A033570.jpg,현대#쏘나타_YF(2009),334
2070,/data/mskim/2_55_experiment/datasets/custum/벤츠#C-클래스_W205(2014)/C-220711_10_CR13_01_A0296.jpg,벤츠#C-클래스_W205(2014),156
4644,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_GV70(2021)/C-220715_10_CR15_02_A001148.jpg,현대#제네시스_GV70(2021),358
4973,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220715_10_CR13_01_A000569.jpg,현대#포터,373
3270,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220716_15_CR14_03_A000423.jpg,현대#그랜저_IG(2016),308
4087,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_뉴 라이즈(2017)/C-220715_19_CR14_03_A008197.jpg,현대#쏘나타_뉴 라이즈(2017),335
2169,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220715_10_CR13_01_A000625.jpg,벤츠#E-클래스_W213(2016),163
933,/data/mskim/2_55_experiment/datasets/custum/기아#봉고 3/C-220715_12_CR13_01_A000370.jpg,기아#봉고 3,64
3532,/data/mskim/2_55_experiment/datasets/custum/현대#베라크루즈_베라크루즈(2006)/C-220715_20_CR13_01_A000502.jpg,현대#베라크루즈_베라크루즈(2006),317
4476,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G70(2017)/C-220714_07_CR13_01_A0360.jpg,현대#제네시스_G70(2017),352
4396,/data/mskim/2_55_experiment/datasets/custum/현대#에쿠스_에쿠스(신형)(2009)/C-220712_19_CR13_01_A0030.jpg,현대#에쿠스_에쿠스(신형)(2009),347
3194,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220715_18_CR14_03_A000963.jpg,현대#그랜저_IG(2016),308
2085,/data/mskim/2_55_experiment/datasets/custum/벤츠#C-클래스_W205(2014)/C-220716_20_CR15_02_A000397.jpg,벤츠#C-클래스_W205(2014),156
91,/data/mskim/2_55_experiment/datasets/custum/BMW#5시리즈 _F10(2010)/C-220714_19_CR15_02_A0449.jpg,BMW#5시리즈 _F10(2010),9
3025,/data/mskim/2_55_experiment/datasets/custum/폭스바겐#티구안_2세대(2018)/C-220716_12_CR15_02_A000247.jpg,폭스바겐#티구안_2세대(2018),294
4650,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_GV70(2021)/C-220714_14_CR15_02_A1579.jpg,현대#제네시스_GV70(2021),358
1399,/data/mskim/2_55_experiment/datasets/custum/기아#카니발_올 뉴(2014)/C-220716_18_CR14_03_A000114.jpg,기아#카니발_올 뉴(2014),89
3859,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_DN8(2019)/C-220716_07_CR13_01_A000854.jpg,현대#쏘나타_DN8(2019),331
3266,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(2016)/C-220713_08_CR14_03_A3333.jpg,현대#그랜저_IG(2016),308
2012,/data/mskim/2_55_experiment/datasets/custum/미니#쿠퍼_쿠퍼(2001)/C-220715_09_CR14_03_A002087.jpg,미니#쿠퍼_쿠퍼(2001),150
3405,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220716_12_CR15_02_A000697.jpg,현대#그랜저_IG(더 뉴)(2016),309
803,/data/mskim/2_55_experiment/datasets/custum/기아#모닝_뉴(2008)/C-220714_18_CR13_01_A0457.jpg,기아#모닝_뉴(2008),58
2831,/data/mskim/2_55_experiment/datasets/custum/아우디#A7_A7(2010)/C-220715_19_CR15_02_A044659.jpg,아우디#A7_A7(2010),251
4749,/data/mskim/2_55_experiment/datasets/custum/현대#코나_더 뉴 (2020)/C-220715_12_CR15_02_A000957.jpg,현대#코나_더 뉴 (2020),364
2082,/data/mskim/2_55_experiment/datasets/custum/벤츠#C-클래스_W205(2014)/C-220715_10_CR15_02_A000893.jpg,벤츠#C-클래스_W205(2014),156
2656,/data/mskim/2_55_experiment/datasets/custum/쌍용#렉스턴_슈퍼(2008)/C-220712_19_CR13_01_A0029.jpg,쌍용#렉스턴_슈퍼(2008),223
2103,/data/mskim/2_55_experiment/datasets/custum/벤츠#CLA-클래스_C118(2020)/C-220713_18_CR14_03_A0988.jpg,벤츠#CLA-클래스_C118(2020),159
4483,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80 (RG3)(2020)/C-220717_18_CR15_02_A0300.jpg,현대#제네시스_G80 (RG3)(2020),353
3640,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 더뉴(2017)/C-220716_07_CR13_01_A000779.jpg,현대#스타렉스_그랜드 더뉴(2017),321
4255,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_HD(2006)/C-220715_12_CR15_02_A001184.jpg,현대#아반테_HD(2006),339
1910,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM6_SM6(2016)/C-220714_07_CR15_02_A1343.jpg,르노삼성#SM6_SM6(2016),141
1787,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM3_네오(2014)/C-220716_11_CR14_03_A000464.jpg,르노삼성#SM3_네오(2014),133
259,/data/mskim/2_55_experiment/datasets/custum/BMW#X시리즈_X7 (G07)(2019)/C-220715_09_CR13_01_A075432.jpg,BMW#X시리즈_X7 (G07)(2019),27
801,/data/mskim/2_55_experiment/datasets/custum/기아#로체_이노베이션(2008)/C-220717_16_CR15_02_A1247.jpg,기아#로체_이노베이션(2008),57
226,/data/mskim/2_55_experiment/datasets/custum/BMW#X시리즈_X5 (F15)(2013)/C-220713_13_CR13_01_A0055.jpg,BMW#X시리즈_X5 (F15)(2013),22
3557,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 (2007)/C-220715_08_CR13_01_A000306.jpg,현대#스타렉스_그랜드 (2007),320
1347,/data/mskim/2_55_experiment/datasets/custum/기아#카니발_4세대(2020)/C-220717_19_CR15_02_A0368.jpg,기아#카니발_4세대(2020),86
2100,/data/mskim/2_55_experiment/datasets/custum/벤츠#CLA-클래스_C117(2014)/C-220712_18_CR13_01_A0959.jpg,벤츠#CLA-클래스_C117(2014),158
4544,/data/mskim/2_55_experiment/datasets/custum/현대#제네시스_G80(2016)/C-220716_16_CR14_03_A000664.jpg,현대#제네시스_G80(2016),354
2747,/data/mskim/2_55_experiment/datasets/custum/쌍용#티볼리_티볼리(2015)/C-220713_13_CR14_03_A0477.jpg,쌍용#티볼리_티볼리(2015),243
2928,/data/mskim/2_55_experiment/datasets/custum/포드#Unknown/C-220716_19_CR15_02_A000154.jpg,포드#Unknown,275
3447,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_TG(2005)/C-220714_08_CR14_03_A1536.jpg,현대#그랜저_TG(2005),310
1510,/data/mskim/2_55_experiment/datasets/custum/기아#프라이드_더 뉴(2015)/C-220715_18_CR13_01_A000819.jpg,기아#프라이드_더 뉴(2015),95
4386,/data/mskim/2_55_experiment/datasets/custum/현대#에쿠스_에쿠스(1999)/C-220715_19_CR13_01_A009935.jpg,현대#에쿠스_에쿠스(1999),346
4385,/data/mskim/2_55_experiment/datasets/custum/현대#아이오닉_아이오닉(2016)/C-220717_17_CR15_02_A0922.jpg,현대#아이오닉_아이오닉(2016),345
1603,/data/mskim/2_55_experiment/datasets/custum/랜드로버#디스커버리_스포츠(2015)/C-220716_18_CR14_03_A000371.jpg,랜드로버#디스커버리_스포츠(2015),114
65,/data/mskim/2_55_experiment/datasets/custum/BMW#4시리즈 _F32(2013)/C-220715_09_CR14_03_A002765.jpg,BMW#4시리즈 _F32(2013),6
811,/data/mskim/2_55_experiment/datasets/custum/기아#모닝_뉴(2008)/C-220715_18_CR13_01_A000827.jpg,기아#모닝_뉴(2008),58
410,/data/mskim/2_55_experiment/datasets/custum/기아#K5_2세대(2015)/C-220716_12_CR15_02_A000404.jpg,기아#K5_2세대(2015),36
4767,/data/mskim/2_55_experiment/datasets/custum/현대#코나_코나(2017)/C-220716_16_CR14_03_A000530.jpg,현대#코나_코나(2017),366
2685,/data/mskim/2_55_experiment/datasets/custum/쌍용#체어맨_체어맨(1997)/C-220713_18_CR13_01_A1793.jpg,쌍용#체어맨_체어맨(1997),233
5083,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220711_16_CR13_01_A0139.jpg,현대#포터,373
3777,/data/mskim/2_55_experiment/datasets/custum/현대#싼타페_DM(2012)/C-220714_15_CR15_02_A1007.jpg,현대#싼타페_DM(2012),326
2988,/data/mskim/2_55_experiment/datasets/custum/폭스바겐#골프_6세대(2008)/C-220715_10_CR15_02_A000291.jpg,폭스바겐#골프_6세대(2008),287
3604,/data/mskim/2_55_experiment/datasets/custum/현대#스타렉스_그랜드 (2007)/C-220714_15_CR15_02_A0153.jpg,현대#스타렉스_그랜드 (2007),320
774,/data/mskim/2_55_experiment/datasets/custum/기아#레이_레이(2011)/C-220714_09_CR15_02_A1124.jpg,기아#레이_레이(2011),55
3857,/data/mskim/2_55_experiment/datasets/custum/현대#쏘나타_DN8(2019)/C-220714_08_CR14_03_A1140.jpg,현대#쏘나타_DN8(2019),331
4285,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_MD(2010)/C-220713_13_CR14_03_A0476.jpg,현대#아반테_MD(2010),340
788,/data/mskim/2_55_experiment/datasets/custum/기아#레이_레이(2011)/C-220714_15_CR15_02_A0077.jpg,기아#레이_레이(2011),55
2891,/data/mskim/2_55_experiment/datasets/custum/지프#체로키_그랜드(1993)/C-220715_07_CR15_02_A000643.jpg,지프#체로키_그랜드(1993),269
4797,/data/mskim/2_55_experiment/datasets/custum/현대#투싼_NX4(2020)/C-220717_07_CR13_01_A1128.jpg,현대#투싼_NX4(2020),367
5039,/data/mskim/2_55_experiment/datasets/custum/현대#포터/C-220714_08_CR15_02_A1282.jpg,현대#포터,373
923,/data/mskim/2_55_experiment/datasets/custum/기아#모하비_더 마스터(2019)/C-220714_13_CR14_03_A1607.jpg,기아#모하비_더 마스터(2019),62
2902,/data/mskim/2_55_experiment/datasets/custum/테슬라#모델 3_모델 3(2017)/C-220717_19_CR15_02_A0298.jpg,테슬라#모델 3_모델 3(2017),273
2504,/data/mskim/2_55_experiment/datasets/custum/쉐보레#스파크_스파크(2011)/C-220714_17_CR14_03_A1646.jpg,쉐보레#스파크_스파크(2011),198
3136,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_HG(2013)/C-220714_18_CR13_01_A0130.jpg,현대#그랜저_HG(2013),307
1806,/data/mskim/2_55_experiment/datasets/custum/르노삼성#SM3_뉴(2009)/C-220716_18_CR13_01_A000641.jpg,르노삼성#SM3_뉴(2009),135
4925,/data/mskim/2_55_experiment/datasets/custum/현대#팰리세이드_펠리세이드(2018)/C-220715_09_CR13_01_A102170.jpg,현대#팰리세이드_펠리세이드(2018),372
1256,/data/mskim/2_55_experiment/datasets/custum/기아#쏘렌토_더 뉴(2017)/C-220715_15_CR14_03_A000460.jpg,기아#쏘렌토_더 뉴(2017),78
2184,/data/mskim/2_55_experiment/datasets/custum/벤츠#E-클래스_W213(2016)/C-220714_08_CR13_01_A0150.jpg,벤츠#E-클래스_W213(2016),163
2839,/data/mskim/2_55_experiment/datasets/custum/아우디#A8_뉴(2002)/C-220714_13_CR13_01_A0243.jpg,아우디#A8_뉴(2002),253
873,"/data/mskim/2_55_experiment/datasets/custum/기아#모닝_올 뉴,더 뉴(2011)/C-220715_19_CR14_03_A007772.jpg","기아#모닝_올 뉴,더 뉴(2011)",60
917,/data/mskim/2_55_experiment/datasets/custum/기아#모하비_더 뉴(2016)/C-220714_14_CR13_01_A0269.jpg,기아#모하비_더 뉴(2016),61
4410,/data/mskim/2_55_experiment/datasets/custum/현대#엑센트_엑센트(신형)(2010)/C-220716_12_CR14_03_A000578.jpg,현대#엑센트_엑센트(신형)(2010),348
4217,/data/mskim/2_55_experiment/datasets/custum/현대#아반테_CN7(2020)/C-220716_12_CR15_02_A000696.jpg,현대#아반테_CN7(2020),338
302,/data/mskim/2_55_experiment/datasets/custum/Unknown#Unknown/C-220714_16_CR15_02_A1715.jpg,Unknown#Unknown,28
3033,/data/mskim/2_55_experiment/datasets/custum/폭스바겐#티구안_뉴(2011)/C-220715_18_CR13_01_A000429.jpg,폭스바겐#티구안_뉴(2011),295
3307,/data/mskim/2_55_experiment/datasets/custum/현대#그랜저_IG(더 뉴)(2016)/C-220714_07_CR13_01_A0148.jpg,현대#그랜저_IG(더 뉴)(2016),309
1644,/data/mskim/2_55_experiment/datasets/custum/렉서스#ES_뉴 제너레이션 (2018)/C-220715_20_CR13_01_A000159.jpg,렉서스#ES_뉴 제너레이션 (2018),119
2702,/data/mskim/2_55_experiment/datasets/custum/쌍용#코란도_뷰티풀(2019)/C-220715_12_CR14_03_A000110.jpg,쌍용#코란도_뷰티풀(2019),237
4899,/data/mskim/2_55_experiment/datasets/custum/현대#팰리세이드_펠리세이드(2018)/C-220714_14_CR13_01_A0288.jpg,현대#팰리세이드_펠리세이드(2018),372
245,/data/mskim/2_55_experiment/datasets/custum/BMW#X시리즈_X5 (G05)(2019)/C-220715_10_CR15_02_A000046.jpg,BMW#X시리즈_X5 (G05)(2019),23
